square_id,row,col,total_traffic,is_missing
103,1,2,77879.75903320312,False
104,1,3,77879.75903320312,False
105,1,4,77879.75903320312,False
106,1,5,77879.75903320312,False
107,1,6,77879.75903320312,False
108,1,7,77879.75903320312,False
109,1,8,77879.75903320312,False
110,1,9,46736.03955078125,False
111,1,10,27670.834045410156,False
112,1,11,2913.4912452697754,False
113,1,12,11082.769226074219,False
114,1,13,19282.272094726562,False
115,1,14,21131.07763671875,False
116,1,15,27030.535095214844,False
117,1,16,27410.596740722656,False
118,1,17,27410.596740722656,False
119,1,18,27410.596740722656,False
120,1,19,27410.596740722656,False
121,1,20,27411.203033447266,False
122,1,21,27432.645050048828,False
123,1,22,33614.10565185547,False
124,1,23,41955.84539794922,False
125,1,24,45513.24871826172,False
126,1,25,48612.87487792969,False
127,1,26,52582.77600097656,False
128,1,27,56751.182067871094,False
129,1,28,56889.295959472656,False
130,1,29,56889.295959472656,False
131,1,30,61060.7890625,False
132,1,31,59181.9423828125,False
133,1,32,54332.82421875,False
134,1,33,52813.777099609375,False
135,1,34,55907.42218017578,False
136,1,35,55646.572998046875,False
137,1,36,55635.645263671875,False
138,1,37,55645.255920410156,False
139,1,38,55646.76354980469,False
140,1,39,61167.535064697266,False
141,1,40,76978.63354492188,False
142,1,41,80848.08770751953,False
143,1,42,81378.10217285156,False
144,1,43,107569.1900024414,False
145,1,44,127898.4633178711,False
146,1,45,476917.3330078125,False
147,1,46,1359652.08984375,False
148,1,47,524124.52490234375,False
149,1,48,220792.30346679688,False
150,1,49,212045.31091308594,False
151,1,50,165172.44067382812,False
152,1,51,161046.19177246094,False
153,1,52,163260.61962890625,False
154,1,53,174562.51635742188,False
155,1,54,174090.494140625,False
156,1,55,131783.1142578125,False
157,1,56,70774.23571777344,False
158,1,57,77040.2601928711,False
159,1,58,67487.35693359375,False
160,1,59,67410.7124633789,False
161,1,60,51914.66143798828,False
162,1,61,46271.20556640625,False
163,1,62,46271.20556640625,False
164,1,63,60727.87780761719,False
165,1,64,110845.91052246094,False
166,1,65,115817.06799316406,False
167,1,66,128856.46765136719,False
168,1,67,149478.49291992188,False
169,1,68,149450.46997070312,False
170,1,69,138192.61279296875,False
171,1,70,104356.88562011719,False
172,1,71,102360.81225585938,False
173,1,72,102398.34167480469,False
174,1,73,103383.76538085938,False
175,1,74,102454.92993164062,False
176,1,75,102454.92993164062,False
177,1,76,102454.92994689941,False
178,1,77,102454.92976379395,False
179,1,78,102454.92993164062,False
180,1,79,99191.67562866211,False
181,1,80,51714.26037597656,False
182,1,81,23685.451245307922,False
183,1,82,23768.51089477539,False
184,1,83,23768.51089477539,False
185,1,84,23768.5108795166,False
186,1,85,31715.62030029297,False
187,1,86,38115.39245605469,False
188,1,87,43772.533782958984,False
189,1,88,34062.485107421875,False
190,1,89,34582.8440246582,False
191,1,90,48787.58058166504,False
192,1,91,48819.07209777832,False
193,1,92,49171.42288208008,False
194,1,93,91972.26876831055,False
195,1,94,120981.06718635559,False
196,1,95,120981.06718635559,False
197,1,96,120981.06718635559,False
198,1,97,120981.06718635559,False
199,1,98,120981.06718635559,False
200,1,99,120981.91758918762,False
201,2,0,77677.40087890625,False
202,2,1,74788.11437988281,False
203,2,2,77880.36706542969,False
204,2,3,77879.75903320312,False
205,2,4,77883.63732910156,False
206,2,5,77879.75903320312,False
207,2,6,77879.75903320312,False
208,2,7,77879.75903320312,False
209,2,8,77879.75903320312,False
210,2,9,58561.82409667969,False
211,2,10,28279.566131591797,False
212,2,11,22815.882751464844,False
213,2,12,20856.190826416016,False
214,2,13,19342.91822052002,False
215,2,14,26382.782440185547,False
216,2,15,27410.596740722656,False
217,2,16,27410.596740722656,False
218,2,17,27410.596740722656,False
219,2,18,27410.596740722656,False
220,2,19,27410.596740722656,False
221,2,20,28327.139617919922,False
222,2,21,31996.977600097656,False
223,2,22,46145.817626953125,False
224,2,23,48794.294372558594,False
225,2,24,49988.90490722656,False
226,2,25,51158.003845214844,False
227,2,26,56344.25476074219,False
228,2,27,56889.295959472656,False
229,2,28,56889.295959472656,False
230,2,29,56889.295959472656,False
231,2,30,56907.0009765625,False
232,2,31,61694.96936035156,False
233,2,32,56865.58184814453,False
234,2,33,56869.48059082031,False
235,2,34,56877.10174560547,False
236,2,35,56406.99133300781,False
237,2,36,55737.898376464844,False
238,2,37,61302.28173828125,False
239,2,38,87716.57897949219,False
240,2,39,120003.51037597656,False
241,2,40,129378.73818969727,False
242,2,41,95193.66955566406,False
243,2,42,76800.34948730469,False
244,2,43,80848.08770751953,False
245,2,44,83968.96875,False
246,2,45,594351.2055664062,False
247,2,46,855479.4970703125,False
248,2,47,194590.21826171875,False
249,2,48,260006.58032226562,False
250,2,49,262767.0966796875,False
251,2,50,227384.9328918457,False
252,2,51,164890.28125,False
253,2,52,188955.9873046875,False
254,2,53,185005.70922851562,False
255,2,54,175273.06298828125,False
256,2,55,140624.1268310547,False
257,2,56,69273.24810791016,False
258,2,57,71490.43139648438,False
259,2,58,67479.46575927734,False
260,2,59,67487.7578125,False
261,2,60,66356.65655517578,False
262,2,61,49520.25256347656,False
263,2,62,46271.20556640625,False
264,2,63,83168.32836914062,False
265,2,64,115754.86059570312,False
266,2,65,115754.86059570312,False
267,2,66,128506.27209472656,False
268,2,67,150317.01635742188,False
269,2,68,157908.291015625,False
270,2,69,162490.15185546875,False
271,2,70,134632.22485351562,False
272,2,71,103354.69018554688,False
273,2,72,102454.88146972656,False
274,2,73,102454.92993164062,False
275,2,74,102454.92993164062,False
276,2,75,102454.92993164062,False
277,2,76,101195.6845703125,False
278,2,77,102454.92993164062,False
279,2,78,102454.92993164062,False
280,2,79,89039.86474609375,False
281,2,80,43850.569732666016,False
282,2,81,23768.51089477539,False
283,2,82,23768.51089477539,False
284,2,83,23768.51089477539,False
285,2,84,32688.66030883789,False
286,2,85,56743.50665283203,False
287,2,86,28051.676544189453,False
288,2,87,26867.31854248047,False
289,2,88,35880.01290893555,False
290,2,89,25087.365234375,False
291,2,90,34451.56620788574,False
292,2,91,48728.27584838867,False
293,2,92,48819.07209777832,False
294,2,93,54977.433166503906,False
295,2,94,110634.04244804382,False
296,2,95,120981.06718635559,False
297,2,96,120981.06718635559,False
298,2,97,120981.06718635559,False
299,2,98,120989.00737190247,False
300,2,99,121073.28926272132,False
301,3,0,68398.10806274414,False
302,3,1,74125.03771972656,False
303,3,2,76349.31677246094,False
304,3,3,78475.83862304688,False
305,3,4,78854.35693359375,False
306,3,5,78385.32922363281,False
307,3,6,78021.67199707031,False
308,3,7,77898.88647460938,False
309,3,8,77879.75903320312,False
310,3,9,72928.85070800781,False
311,3,10,35434.69561767578,False
312,3,11,29524.687774658203,False
313,3,12,29323.628662109375,False
314,3,13,27420.608306884766,False
315,3,14,28504.133392333984,False
316,3,15,27501.493743896484,False
317,3,16,27410.596725463867,False
318,3,17,27996.188537597656,False
319,3,18,29570.63540649414,False
320,3,19,31851.26824951172,False
321,3,20,34765.170822143555,False
322,3,21,43135.6872253418,False
323,3,22,49972.096435546875,False
324,3,23,50023.80517578125,False
325,3,24,52693.421447753906,False
326,3,25,56791.887145996094,False
327,3,26,56889.295959472656,False
328,3,27,56889.295989990234,False
329,3,28,56889.2958984375,False
330,3,29,56889.295959472656,False
331,3,30,56885.398193359375,False
332,3,31,56874.809631347656,False
333,3,32,56863.940185546875,False
334,3,33,56868.399841308594,False
335,3,34,56881.356689453125,False
336,3,35,56876.864685058594,False
337,3,36,88360.18762207031,False
338,3,37,144057.5244140625,False
339,3,38,149456.5341796875,False
340,3,39,139875.064453125,False
341,3,40,149639.650390625,False
342,3,41,138461.53637695312,False
343,3,42,95162.62109375,False
344,3,43,87449.41900634766,False
345,3,44,123204.22802734375,False
346,3,45,452078.0908203125,False
347,3,46,763276.279296875,False
348,3,47,252004.29931640625,False
349,3,48,262015.9100341797,False
350,3,49,259431.52172851562,False
351,3,50,219559.29248046875,False
352,3,51,180798.94970703125,False
353,3,52,186034.9580078125,False
354,3,53,176624.298828125,False
355,3,54,175273.06311035156,False
356,3,55,155704.23413085938,False
357,3,56,124988.96520996094,False
358,3,57,75065.30471801758,False
359,3,58,70663.6982421875,False
360,3,59,76449.38452148438,False
361,3,60,73869.97088623047,False
362,3,61,68254.05584716797,False
363,3,62,48508.635803222656,False
364,3,63,97129.61071777344,False
365,3,64,115754.86059570312,False
366,3,65,118369.42504882812,False
367,3,66,135782.4228515625,False
368,3,67,163605.93188476562,False
369,3,68,167933.9451904297,False
370,3,69,167933.9453125,False
371,3,70,140503.24755859375,False
372,3,71,111036.63793945312,False
373,3,72,102442.87658691406,False
374,3,73,102454.92993164062,False
375,3,74,102454.92993164062,False
376,3,75,102449.375,False
377,3,76,58761.05895996094,False
378,3,77,102454.92993164062,False
379,3,78,101995.0810546875,False
380,3,79,83814.09606933594,False
381,3,80,28923.193359375,False
382,3,81,23768.51089477539,False
383,3,82,26413.900512695312,False
384,3,83,43438.170959472656,False
385,3,84,64846.678955078125,False
386,3,85,32947.638916015625,False
387,3,86,25937.32974243164,False
388,3,87,28847.760162353516,False
389,3,88,49082.84730529785,False
390,3,89,25688.24351501465,False
391,3,90,25323.083251953125,False
392,3,91,35091.27963256836,False
393,3,92,48198.04846191406,False
394,3,93,48417.63819885254,False
395,3,94,53904.47190093994,False
396,3,95,118861.13339996338,False
397,3,96,119175.62080287933,False
398,3,97,115752.8331567822,False
399,3,98,101601.33218872547,False
400,3,99,85338.50843262672,False
401,4,0,31156.03497314453,False
402,4,1,43841.83044433594,False
403,4,2,55786.10467529297,False
404,4,3,56361.30810546875,False
405,4,4,52354.5869140625,False
406,4,5,66745.84912109375,False
407,4,6,63779.17565917969,False
408,4,7,59688.983154296875,False
409,4,8,47617.04083251953,False
410,4,9,34298.045837402344,False
411,4,10,30848.401092529297,False
412,4,11,29180.85122680664,False
413,4,12,29180.85122680664,False
414,4,13,29180.47509765625,False
415,4,14,28893.929748535156,False
416,4,15,28326.556762695312,False
417,4,16,30297.908233642578,False
418,4,17,34170.43133544922,False
419,4,18,35245.277099609375,False
420,4,19,35245.277099609375,False
421,4,20,40071.231857299805,False
422,4,21,49866.748046875,False
423,4,22,50344.399841308594,False
424,4,23,54883.85290527344,False
425,4,24,56889.295959472656,False
426,4,25,56889.29592895508,False
427,4,26,56889.2958984375,False
428,4,27,56889.295959472656,False
429,4,28,56889.295959472656,False
430,4,29,56889.295959472656,False
431,4,30,56888.85223388672,False
432,4,31,52871.952209472656,False
433,4,32,57535.70379638672,False
434,4,33,56867.689392089844,False
435,4,34,56887.83038330078,False
436,4,35,61144.372802734375,False
437,4,36,135479.01538085938,False
438,4,37,149443.35888671875,False
439,4,38,149444.84228515625,False
440,4,39,149442.75244140625,False
441,4,40,149816.1044921875,False
442,4,41,152411.88584899902,False
443,4,42,121138.81567382812,False
444,4,43,99747.99450683594,False
445,4,44,126857.97430419922,False
446,4,45,179998.60717773438,False
447,4,46,265007.76025390625,False
448,4,47,378604.78515625,False
449,4,48,254277.1671142578,False
450,4,49,216577.30712890625,False
451,4,50,178795.21002197266,False
452,4,51,189947.33447265625,False
453,4,52,179826.1845703125,False
454,4,53,175273.06298828125,False
455,4,54,175273.06298828125,False
456,4,55,148275.34786987305,False
457,4,56,142956.6632080078,False
458,4,57,130610.38684082031,False
459,4,58,83025.3998413086,False
460,4,59,81834.85766601562,False
461,4,60,81847.67944335938,False
462,4,61,75406.92858886719,False
463,4,62,72603.79064941406,False
464,4,63,112347.27783203125,False
465,4,64,117789.70300292969,False
466,4,65,141343.75939941406,False
467,4,66,141780.7335205078,False
468,4,67,112534.50903320312,False
469,4,68,131039.26501464844,False
470,4,69,138297.96728515625,False
471,4,70,112755.81982421875,False
472,4,71,89376.73547363281,False
473,4,72,92206.78210449219,False
474,4,73,97461.30993652344,False
475,4,74,96245.18444824219,False
476,4,75,92185.83544921875,False
477,4,76,85660.21533203125,False
478,4,77,88159.77709960938,False
479,4,78,92678.22888183594,False
480,4,79,70082.34869384766,False
481,4,80,23767.247283935547,False
482,4,81,23768.51089477539,False
483,4,82,48218.121154785156,False
484,4,83,65747.71704101562,False
485,4,84,53468.31555175781,False
486,4,85,25980.647918701172,False
487,4,86,25980.647918701172,False
488,4,87,25980.647918701172,False
489,4,88,25980.647918701172,False
490,4,89,25980.647918701172,False
491,4,90,25979.2099609375,False
492,4,91,24508.9482421875,False
493,4,92,31622.77084350586,False
494,4,93,44808.02528381348,False
495,4,94,45755.27070617676,False
496,4,95,70841.94398498535,False
497,4,96,71656.62550544739,False
498,4,97,62208.87713980675,False
499,4,98,58801.56091403961,False
500,4,99,58814.29808187485,False
501,5,0,30535.988983154297,False
502,5,1,30535.988983154297,False
503,5,2,30535.988983154297,False
504,5,3,30535.988983154297,False
505,5,4,30535.988983154297,False
506,5,5,30535.988983154297,False
507,5,6,30359.109161376953,False
508,5,7,29457.9267578125,False
509,5,8,29389.222778320312,False
510,5,9,29389.222778320312,False
511,5,10,29335.239501953125,False
512,5,11,30487.313995361328,False
513,5,12,29524.391479492188,False
514,5,13,29185.35775756836,False
515,5,14,29162.167053222656,False
516,5,15,28993.840209960938,False
517,5,16,34925.8076171875,False
518,5,17,35245.277099609375,False
519,5,18,35245.277099609375,False
520,5,19,35799.25524902344,False
521,5,20,45562.566955566406,False
522,5,21,51714.86697387695,False
523,5,22,55924.322326660156,False
524,5,23,56865.795349121094,False
525,5,24,56877.69055175781,False
526,5,25,56883.62805175781,False
527,5,26,56889.22912597656,False
528,5,27,56889.295959472656,False
529,5,28,56889.295959472656,False
530,5,29,56889.295959472656,False
531,5,30,56888.336486816406,False
532,5,31,56863.940185546875,False
533,5,32,60165.37567138672,False
534,5,33,62468.11706542969,False
535,5,34,49894.587341308594,False
536,5,35,93242.39611816406,False
537,5,36,147675.65216064453,False
538,5,37,149435.38354492188,False
539,5,38,149433.53564453125,False
540,5,39,149434.82592773438,False
541,5,40,149612.88696289062,False
542,5,41,149085.60180664062,False
543,5,42,135077.5615234375,False
544,5,43,148498.38958740234,False
545,5,44,129427.85083007812,False
546,5,45,186055.7469482422,False
547,5,46,251931.71520996094,False
548,5,47,252697.56201171875,False
549,5,48,190379.83203125,False
550,5,49,185962.30590820312,False
551,5,50,189476.15014648438,False
552,5,51,178927.875,False
553,5,52,175273.06298828125,False
554,5,53,175273.06298828125,False
555,5,54,169980.46215820312,False
556,5,55,144939.56311035156,False
557,5,56,144258.06787109375,False
558,5,57,159837.3046875,False
559,5,58,198138.6240234375,False
560,5,59,145598.50708007812,False
561,5,60,99905.66845703125,False
562,5,61,72597.59558105469,False
563,5,62,77487.19030761719,False
564,5,63,119570.47143554688,False
565,5,64,138943.7127685547,False
566,5,65,151415.39672851562,False
567,5,66,118177.88720703125,False
568,5,67,104427.02197265625,False
569,5,68,103428.9931640625,False
570,5,69,105955.98132324219,False
571,5,70,89783.51049804688,False
572,5,71,80617.36218261719,False
573,5,72,73675.3666381836,False
574,5,73,71585.72045898438,False
575,5,74,75401.64166259766,False
576,5,75,83429.21887207031,False
577,5,76,83716.41577148438,False
578,5,77,84038.20971679688,False
579,5,78,83097.51684570312,False
580,5,79,172588.74353027344,False
581,5,80,24094.686065673828,False
582,5,81,42320.79162597656,False
583,5,82,64447.72036743164,False
584,5,83,67188.0297241211,False
585,5,84,32191.959014892578,False
586,5,85,25980.647918701172,False
587,5,86,25980.647918701172,False
588,5,87,25980.647918701172,False
589,5,88,25980.647918701172,False
590,5,89,25980.647918701172,False
591,5,90,25551.83172607422,False
592,5,91,22597.390014648438,False
593,5,92,21758.291931152344,False
594,5,93,28733.898193359375,False
595,5,94,41820.988510131836,False
596,5,95,44078.828186035156,False
597,5,96,51756.18420982361,False
598,5,97,58726.88131904602,False
599,5,98,58733.062686920166,False
600,5,99,58766.523726940155,False
601,6,0,30535.988983154297,False
602,6,1,30535.988983154297,False
603,6,2,30535.988983154297,False
604,6,3,30535.988983154297,False
605,6,4,30535.988983154297,False
606,6,5,30535.988983154297,False
607,6,6,30701.580078125,False
608,6,7,29630.480010986328,False
609,6,8,29389.222747802734,False
610,6,9,29389.222778320312,False
611,6,10,29388.857971191406,False
612,6,11,43905.01414489746,False
613,6,12,29784.880340576172,False
614,6,13,29224.35580444336,False
615,6,14,29176.895446777344,False
616,6,15,29015.525024414062,False
617,6,16,34151.748474121094,False
618,6,17,35245.277099609375,False
619,6,18,35245.277099609375,False
620,6,19,45774.59588623047,False
621,6,20,53269.18728637695,False
622,6,21,56863.940185546875,False
623,6,22,56863.940185546875,False
624,6,23,56863.940185546875,False
625,6,24,56863.940185546875,False
626,6,25,56863.94026184082,False
627,6,26,56875.03234863281,False
628,6,27,56887.65417480469,False
629,6,28,56889.295959472656,False
630,6,29,56886.323402404785,False
631,6,30,56881.13195800781,False
632,6,31,56869.222564697266,False
633,6,32,56864.46142578125,False
634,6,33,62929.95642089844,False
635,6,34,62224.15075683594,False
636,6,35,123950.06091308594,False
637,6,36,139371.810546875,False
638,6,37,149505.24633789062,False
639,6,38,149433.53564453125,False
640,6,39,149433.53564453125,False
641,6,40,150718.51904296875,False
642,6,41,141337.33471679688,False
643,6,42,116090.357421875,False
644,6,43,164420.29272460938,False
645,6,44,166479.6103515625,False
646,6,45,225958.07446289062,False
647,6,46,260169.84838867188,False
648,6,47,246396.49194335938,False
649,6,48,223565.4609375,False
650,6,49,351352.7275390625,False
651,6,50,240245.93920898438,False
652,6,51,175631.42065429688,False
653,6,52,175521.84887695312,False
654,6,53,175459.06811523438,False
655,6,54,177906.04614257812,False
656,6,55,150746.533203125,False
657,6,56,150631.12377929688,False
658,6,57,161733.91577148438,False
659,6,58,211035.5546875,False
660,6,59,211909.564453125,False
661,6,60,167777.66088867188,False
662,6,61,74222.37200927734,False
663,6,62,76544.8330078125,False
664,6,63,153600.5068359375,False
665,6,64,164436.57958984375,False
666,6,65,181765.02490234375,False
667,6,66,109555.62866210938,False
668,6,67,106277.93530273438,False
669,6,68,92285.23645019531,False
670,6,69,87207.25817871094,False
671,6,70,80411.82775878906,False
672,6,71,71792.75372314453,False
673,6,72,71792.75372314453,False
674,6,73,71792.75372314453,False
675,6,74,71792.75372314453,False
676,6,75,75789.14176940918,False
677,6,76,84408.21557617188,False
678,6,77,82036.728515625,False
679,6,78,61875.41687011719,False
680,6,79,55244.327697753906,False
681,6,80,72995.58056640625,False
682,6,81,65222.72528076172,False
683,6,82,67508.63958740234,False
684,6,83,62202.30822753906,False
685,6,84,26173.95703125,False
686,6,85,25980.647918701172,False
687,6,86,25980.647918701172,False
688,6,87,25980.647918701172,False
689,6,88,25980.647918701172,False
690,6,89,25980.647918701172,False
691,6,90,23902.800506591797,False
692,6,91,21644.177307128906,False
693,6,92,21644.177307128906,False
694,6,93,34599.56433105469,False
695,6,94,48645.650390625,False
696,6,95,28076.27880859375,False
697,6,96,48158.05054473877,False
698,6,97,58726.88131904602,False
699,6,98,58726.88131904602,False
700,6,99,58708.50965976715,False
701,7,0,30535.988983154297,False
702,7,1,30839.693328857422,False
703,7,2,30535.988983154297,False
704,7,3,30535.988983154297,False
705,7,4,30535.988983154297,False
706,7,5,30535.988983154297,False
707,7,6,30562.226806640625,False
708,7,7,29908.898956298828,False
709,7,8,29388.970458984375,False
710,7,9,29387.328186035156,False
711,7,10,29385.580322265625,False
712,7,11,101992.62731933594,False
713,7,12,53935.351623535156,False
714,7,13,29403.16241455078,False
715,7,14,29624.682891845703,False
716,7,15,29188.507537841797,False
717,7,16,31726.091827392578,False
718,7,17,35254.80407714844,False
719,7,18,39645.94256591797,False
720,7,19,54784.24835205078,False
721,7,20,56863.940185546875,False
722,7,21,56863.94012451172,False
723,7,22,56863.940185546875,False
724,7,23,56863.940185546875,False
725,7,24,56866.81628417969,False
726,7,25,56866.30041503906,False
727,7,26,56863.940185546875,False
728,7,27,56866.8122253418,False
729,7,28,56875.76232910156,False
730,7,29,56865.649475097656,False
731,7,30,56865.67596435547,False
732,7,31,56866.36242675781,False
733,7,32,56863.940185546875,False
734,7,33,57117.512145996094,False
735,7,34,105231.78088378906,False
736,7,35,148908.94262695312,False
737,7,36,149433.5354309082,False
738,7,37,149433.53564453125,False
739,7,38,149433.53564453125,False
740,7,39,149433.53564453125,False
741,7,40,149542.77685546875,False
742,7,41,161077.7890625,False
743,7,42,168613.185546875,False
744,7,43,206150.8896484375,False
745,7,44,208468.19384765625,False
746,7,45,215987.46337890625,False
747,7,46,250841.41015625,False
748,7,47,252641.087890625,False
749,7,48,274633.033203125,False
750,7,49,554055.6689453125,False
751,7,50,612583.9551696777,False
752,7,51,521222.69287109375,False
753,7,52,342105.38146972656,False
754,7,53,366187.9072265625,False
755,7,54,437117.0642089844,False
756,7,55,263924.82763671875,False
757,7,56,213457.123046875,False
758,7,57,250580.75091552734,False
759,7,58,176371.54418945312,False
760,7,59,201961.77001953125,False
761,7,60,223707.38305664062,False
762,7,61,98047.3076171875,False
763,7,62,94144.49841308594,False
764,7,63,169671.7003173828,False
765,7,64,307303.9482421875,False
766,7,65,505307.17578125,False
767,7,66,446689.271484375,False
768,7,67,233651.15283203125,False
769,7,68,205256.51025390625,False
770,7,69,281104.2629394531,False
771,7,70,154588.69165039062,False
772,7,71,71792.75372314453,False
773,7,72,71792.75372314453,False
774,7,73,71792.75372314453,False
775,7,74,71792.75372314453,False
776,7,75,79043.74206542969,False
777,7,76,69932.12341308594,False
778,7,77,57030.121032714844,False
779,7,78,55857.88116455078,False
780,7,79,63331.19451904297,False
781,7,80,95709.26953125,False
782,7,81,94707.50146484375,False
783,7,82,75143.6841430664,False
784,7,83,53861.58410644531,False
785,7,84,25980.647918701172,False
786,7,85,25980.647918701172,False
787,7,86,25923.480895996094,False
788,7,87,25940.224243164062,False
789,7,88,25980.647918701172,False
790,7,89,25970.943237304688,False
791,7,90,23065.728515625,False
792,7,91,21644.177307128906,False
793,7,92,21146.787994384766,False
794,7,93,58659.64581298828,False
795,7,94,69447.97412109375,False
796,7,95,31641.82894897461,False
797,7,96,51002.70260620117,False
798,7,97,67009.66723632812,False
799,7,98,58726.88131904602,False
800,7,99,58687.837163448334,False
801,8,0,30959.83267211914,False
802,8,1,30372.234649658203,False
803,8,2,30556.407775878906,False
804,8,3,30553.164978027344,False
805,8,4,30535.988983154297,False
806,8,5,30702.98974609375,False
807,8,6,30921.650970458984,False
808,8,7,31513.3447265625,False
809,8,8,29386.049896240234,False
810,8,9,29385.267181396484,False
811,8,10,29385.267181396484,False
812,8,11,29385.267181396484,False
813,8,12,29580.00311279297,False
814,8,13,25072.24951171875,False
815,8,14,18793.975219726562,False
816,8,15,29212.267547607422,False
817,8,16,30810.195526123047,False
818,8,17,36094.514587402344,False
819,8,18,49809.575622558594,False
820,8,19,56823.64404296875,False
821,8,20,56863.940185546875,False
822,8,21,56863.940185546875,False
823,8,22,56863.940185546875,False
824,8,23,56864.49752807617,False
825,8,24,56891.089111328125,False
826,8,25,56881.643493652344,False
827,8,26,56873.86975097656,False
828,8,27,56865.49627685547,False
829,8,28,56863.940185546875,False
830,8,29,57049.265075683594,False
831,8,30,64026.56237792969,False
832,8,31,56863.940185546875,False
833,8,32,56863.940185546875,False
834,8,33,70330.32580566406,False
835,8,34,137421.7255859375,False
836,8,35,149151.06161499023,False
837,8,36,149433.53564453125,False
838,8,37,149433.53564453125,False
839,8,38,149433.53564453125,False
840,8,39,149433.53564453125,False
841,8,40,152878.8486328125,False
842,8,41,161843.12841796875,False
843,8,42,158227.63403320312,False
844,8,43,169926.82495117188,False
845,8,44,231047.51391601562,False
846,8,45,245333.48583984375,False
847,8,46,323563.11083984375,False
848,8,47,297353.65625,False
849,8,48,447028.5078125,False
850,8,49,639668.6923828125,False
851,8,50,858741.900390625,False
852,8,51,744772.3659667969,False
853,8,52,600670.3647460938,False
854,8,53,470970.19384765625,False
855,8,54,452663.2421875,False
856,8,55,425153.9606933594,False
857,8,56,317288.912109375,False
858,8,57,262857.60400390625,False
859,8,58,95714.36248779297,False
860,8,59,99241.65588378906,False
861,8,60,127482.60546875,False
862,8,61,119636.39538574219,False
863,8,62,112547.03393554688,False
864,8,63,255645.69848632812,False
865,8,64,528441.5078125,False
866,8,65,529696.796875,False
867,8,66,430692.14990234375,False
868,8,67,348504.29931640625,False
869,8,68,307384.7802734375,False
870,8,69,307384.7802734375,False
871,8,70,130367.84118652344,False
872,8,71,71792.75372314453,False
873,8,72,71792.75372314453,False
874,8,73,71792.75372314453,False
875,8,74,71792.75372314453,False
876,8,75,170124.57080078125,False
