square_id,total_traffic
148,524124.52490234375
149,220792.30346679688
150,212045.31091308594
151,165172.44067382812
152,161046.19177246094
153,163260.61962890625
154,174562.51635742188
155,174090.494140625
156,131783.1142578125
157,70774.23571777344
158,77040.2601928711
159,67487.35693359375
160,67410.7124633789
161,51914.66143798828
162,46271.20556640625
163,46271.20556640625
164,60727.87780761719
165,110845.91052246094
166,115817.06799316406
167,128856.46765136719
168,149478.49291992188
169,149450.46997070312
170,138192.61279296875
171,104356.88562011719
172,102360.81225585938
173,102398.34167480469
174,103383.76538085938
175,102454.92993164062
176,102454.92993164062
177,102454.92994689941
178,102454.92976379395
179,102454.92993164062
180,99191.67562866211
181,51714.26037597656
182,23685.451245307922
183,23768.51089477539
184,23768.51089477539
185,23768.5108795166
186,31715.62030029297
187,38115.39245605469
188,43772.533782958984
189,34062.485107421875
190,34582.8440246582
191,48787.58058166504
192,48819.07209777832
193,49171.42288208008
194,91972.26876831055
195,120981.06718635559
196,120981.06718635559
197,120981.06718635559
198,120981.06718635559
199,120981.06718635559
200,120981.91758918762
201,77677.40087890625
202,74788.11437988281
203,77880.36706542969
204,77879.75903320312
205,77883.63732910156
206,77879.75903320312
207,77879.75903320312
208,77879.75903320312
209,77879.75903320312
210,58561.82409667969
211,28279.566131591797
212,22815.882751464844
213,20856.190826416016
214,19342.91822052002
215,26382.782440185547
216,27410.596740722656
217,27410.596740722656
218,27410.596740722656
219,27410.596740722656
220,27410.596740722656
221,28327.139617919922
222,31996.977600097656
223,46145.817626953125
224,48794.294372558594
225,49988.90490722656
226,51158.003845214844
227,56344.25476074219
228,56889.295959472656
229,56889.295959472656
230,56889.295959472656
231,56907.0009765625
232,61694.96936035156
233,56865.58184814453
234,56869.48059082031
235,56877.10174560547
236,56406.99133300781
237,55737.898376464844
238,61302.28173828125
239,87716.57897949219
240,120003.51037597656
241,129378.73818969727
242,95193.66955566406
243,76800.34948730469
244,80848.08770751953
245,83968.96875
246,594351.2055664062
247,855479.4970703125
248,194590.21826171875
249,260006.58032226562
250,262767.0966796875
251,227384.9328918457
252,164890.28125
253,188955.9873046875
254,185005.70922851562
255,175273.06298828125
256,140624.1268310547
257,69273.24810791016
258,71490.43139648438
259,67479.46575927734
260,67487.7578125
261,66356.65655517578
262,49520.25256347656
263,46271.20556640625
264,83168.32836914062
265,115754.86059570312
266,115754.86059570312
267,128506.27209472656
268,150317.01635742188
269,157908.291015625
270,162490.15185546875
271,134632.22485351562
272,103354.69018554688
273,102454.88146972656
274,102454.92993164062
275,102454.92993164062
276,102454.92993164062
277,101195.6845703125
278,102454.92993164062
279,102454.92993164062
280,89039.86474609375
281,43850.569732666016
282,23768.51089477539
283,23768.51089477539
284,23768.51089477539
285,32688.66030883789
286,56743.50665283203
287,28051.676544189453
288,26867.31854248047
289,35880.01290893555
290,25087.365234375
291,34451.56620788574
292,48728.27584838867
293,48819.07209777832
294,54977.433166503906
295,110634.04244804382
296,120981.06718635559
297,120981.06718635559
298,120981.06718635559
299,120989.00737190247
300,121073.28926272132
301,68398.10806274414
302,74125.03771972656
303,76349.31677246094
304,78475.83862304688
305,78854.35693359375
306,78385.32922363281
307,78021.67199707031
308,77898.88647460938
309,77879.75903320312
310,72928.85070800781
311,35434.69561767578
312,29524.687774658203
313,29323.628662109375
314,27420.608306884766
315,28504.133392333984
316,27501.493743896484
317,27410.596725463867
318,27996.188537597656
319,29570.63540649414
320,31851.26824951172
321,34765.170822143555
322,43135.6872253418
323,49972.096435546875
324,50023.80517578125
325,52693.421447753906
326,56791.887145996094
327,56889.295959472656
328,56889.295989990234
329,56889.2958984375
330,56889.295959472656
331,56885.398193359375
332,56874.809631347656
333,56863.940185546875
334,56868.399841308594
335,56881.356689453125
336,56876.864685058594
337,88360.18762207031
338,144057.5244140625
339,149456.5341796875
340,139875.064453125
341,149639.650390625
342,138461.53637695312
343,95162.62109375
344,87449.41900634766
345,123204.22802734375
346,452078.0908203125
347,763276.279296875
348,252004.29931640625
349,262015.9100341797
350,259431.52172851562
351,219559.29248046875
352,180798.94970703125
353,186034.9580078125
354,176624.298828125
355,175273.06311035156
356,155704.23413085938
357,124988.96520996094
358,75065.30471801758
359,70663.6982421875
360,76449.38452148438
361,73869.97088623047
362,68254.05584716797
363,48508.635803222656
364,97129.61071777344
365,115754.86059570312
366,118369.42504882812
367,135782.4228515625
368,163605.93188476562
369,167933.9451904297
370,167933.9453125
371,140503.24755859375
372,111036.63793945312
373,102442.87658691406
374,102454.92993164062
375,102454.92993164062
376,102449.375
377,58761.05895996094
378,102454.92993164062
379,101995.0810546875
380,83814.09606933594
381,28923.193359375
382,23768.51089477539
383,26413.900512695312
384,43438.170959472656
385,64846.678955078125
386,32947.638916015625
387,25937.32974243164
388,28847.760162353516
389,49082.84730529785
390,25688.24351501465
391,25323.083251953125
392,35091.27963256836
393,48198.04846191406
394,48417.63819885254
395,53904.47190093994
396,118861.13339996338
397,119175.62080287933
398,115752.8331567822
399,101601.33218872547
400,85338.50843262672
401,31156.03497314453
402,43841.83044433594
403,55786.10467529297
404,56361.30810546875
405,52354.5869140625
406,66745.84912109375
407,63779.17565917969
408,59688.983154296875
409,47617.04083251953
410,34298.045837402344
411,30848.401092529297
412,29180.85122680664
413,29180.85122680664
414,29180.47509765625
415,28893.929748535156
416,28326.556762695312
417,30297.908233642578
418,34170.43133544922
419,35245.277099609375
420,35245.277099609375
421,40071.231857299805
422,49866.748046875
423,50344.399841308594
424,54883.85290527344
425,56889.295959472656
426,56889.29592895508
427,56889.2958984375
428,56889.295959472656
429,56889.295959472656
430,56889.295959472656
431,56888.85223388672
432,52871.952209472656
433,57535.70379638672
434,56867.689392089844
435,56887.83038330078
436,61144.372802734375
437,135479.01538085938
438,149443.35888671875
439,149444.84228515625
440,149442.75244140625
441,149816.1044921875
442,152411.88584899902
443,121138.81567382812
444,99747.99450683594
445,126857.97430419922
446,179998.60717773438
447,265007.76025390625
448,378604.78515625
449,254277.1671142578
450,216577.30712890625
451,178795.21002197266
452,189947.33447265625
453,179826.1845703125
454,175273.06298828125
455,175273.06298828125
456,148275.34786987305
457,142956.6632080078
458,130610.38684082031
459,83025.3998413086
460,81834.85766601562
461,81847.67944335938
462,75406.92858886719
463,72603.79064941406
464,112347.27783203125
465,117789.70300292969
466,141343.75939941406
467,141780.7335205078
468,112534.50903320312
469,131039.26501464844
470,138297.96728515625
471,112755.81982421875
472,89376.73547363281
473,92206.78210449219
474,97461.30993652344
475,96245.18444824219
476,92185.83544921875
477,85660.21533203125
478,88159.77709960938
479,92678.22888183594
480,70082.34869384766
481,23767.247283935547
482,23768.51089477539
483,48218.121154785156
484,65747.71704101562
485,53468.31555175781
486,25980.647918701172
487,25980.647918701172
488,25980.647918701172
489,25980.647918701172
490,25980.647918701172
491,25979.2099609375
492,24508.9482421875
493,31622.77084350586
494,44808.02528381348
495,45755.27070617676
496,70841.94398498535
497,71656.62550544739
498,62208.87713980675
499,58801.56091403961
500,58814.29808187485
501,30535.988983154297
502,30535.988983154297
503,30535.988983154297
504,30535.988983154297
505,30535.988983154297
506,30535.988983154297
507,30359.109161376953
508,29457.9267578125
509,29389.222778320312
510,29389.222778320312
511,29335.239501953125
512,30487.313995361328
513,29524.391479492188
514,29185.35775756836
515,29162.167053222656
516,28993.840209960938
517,34925.8076171875
518,35245.277099609375
519,35245.277099609375
520,35799.25524902344
521,45562.566955566406
522,51714.86697387695
523,55924.322326660156
524,56865.795349121094
525,56877.69055175781
526,56883.62805175781
527,56889.22912597656
528,56889.295959472656
529,56889.295959472656
530,56889.295959472656
531,56888.336486816406
532,56863.940185546875
533,60165.37567138672
534,62468.11706542969
535,49894.587341308594
536,93242.39611816406
537,147675.65216064453
538,149435.38354492188
539,149433.53564453125
540,149434.82592773438
541,149612.88696289062
542,149085.60180664062
543,135077.5615234375
544,148498.38958740234
545,129427.85083007812
546,186055.7469482422
547,251931.71520996094
548,252697.56201171875
549,190379.83203125
550,185962.30590820312
551,189476.15014648438
552,178927.875
553,175273.06298828125
554,175273.06298828125
555,169980.46215820312
556,144939.56311035156
557,144258.06787109375
558,159837.3046875
559,198138.6240234375
560,145598.50708007812
561,99905.66845703125
562,72597.59558105469
563,77487.19030761719
564,119570.47143554688
565,138943.7127685547
566,151415.39672851562
567,118177.88720703125
568,104427.02197265625
569,103428.9931640625
570,105955.98132324219
571,89783.51049804688
572,80617.36218261719
573,73675.3666381836
574,71585.72045898438
575,75401.64166259766
576,83429.21887207031
577,83716.41577148438
578,84038.20971679688
579,83097.51684570312
580,172588.74353027344
581,24094.686065673828
582,42320.79162597656
583,64447.72036743164
584,67188.0297241211
585,32191.959014892578
586,25980.647918701172
587,25980.647918701172
588,25980.647918701172
589,25980.647918701172
590,25980.647918701172
591,25551.83172607422
592,22597.390014648438
593,21758.291931152344
594,28733.898193359375
595,41820.988510131836
596,44078.828186035156
597,51756.18420982361
598,58726.88131904602
599,58733.062686920166
600,58766.523726940155
601,30535.988983154297
602,30535.988983154297
603,30535.988983154297
604,30535.988983154297
605,30535.988983154297
606,30535.988983154297
607,30701.580078125
608,29630.480010986328
609,29389.222747802734
610,29389.222778320312
611,29388.857971191406
612,43905.01414489746
613,29784.880340576172
614,29224.35580444336
615,29176.895446777344
616,29015.525024414062
617,34151.748474121094
618,35245.277099609375
619,35245.277099609375
620,45774.59588623047
621,53269.18728637695
622,56863.940185546875
623,56863.940185546875
624,56863.940185546875
625,56863.940185546875
626,56863.94026184082
627,56875.03234863281
628,56887.65417480469
629,56889.295959472656
630,56886.323402404785
631,56881.13195800781
632,56869.222564697266
633,56864.46142578125
634,62929.95642089844
635,62224.15075683594
636,123950.06091308594
637,139371.810546875
638,149505.24633789062
639,149433.53564453125
640,149433.53564453125
641,150718.51904296875
642,141337.33471679688
643,116090.357421875
644,164420.29272460938
645,166479.6103515625
646,225958.07446289062
647,260169.84838867188
648,246396.49194335938
649,223565.4609375
650,351352.7275390625
651,240245.93920898438
652,175631.42065429688
653,175521.84887695312
654,175459.06811523438
655,177906.04614257812
656,150746.533203125
657,150631.12377929688
658,161733.91577148438
659,211035.5546875
660,211909.564453125
661,167777.66088867188
662,74222.37200927734
663,76544.8330078125
664,153600.5068359375
665,164436.57958984375
666,181765.02490234375
667,109555.62866210938
668,106277.93530273438
669,92285.23645019531
670,87207.25817871094
671,80411.82775878906
672,71792.75372314453
673,71792.75372314453
674,71792.75372314453
675,71792.75372314453
676,75789.14176940918
677,84408.21557617188
678,82036.728515625
679,61875.41687011719
680,55244.327697753906
681,72995.58056640625
682,65222.72528076172
683,67508.63958740234
684,62202.30822753906
685,26173.95703125
686,25980.647918701172
687,25980.647918701172
688,25980.647918701172
689,25980.647918701172
690,25980.647918701172
691,23902.800506591797
692,21644.177307128906
693,21644.177307128906
694,34599.56433105469
695,48645.650390625
696,28076.27880859375
697,48158.05054473877
698,58726.88131904602
699,58726.88131904602
700,58708.50965976715
701,30535.988983154297
702,30839.693328857422
703,30535.988983154297
704,30535.988983154297
705,30535.988983154297
706,30535.988983154297
707,30562.226806640625
708,29908.898956298828
709,29388.970458984375
710,29387.328186035156
711,29385.580322265625
712,101992.62731933594
713,53935.351623535156
714,29403.16241455078
715,29624.682891845703
716,29188.507537841797
717,31726.091827392578
718,35254.80407714844
719,39645.94256591797
720,54784.24835205078
721,56863.940185546875
722,56863.94012451172
723,56863.940185546875
724,56863.940185546875
725,56866.81628417969
726,56866.30041503906
727,56863.940185546875
728,56866.8122253418
729,56875.76232910156
730,56865.649475097656
731,56865.67596435547
732,56866.36242675781
733,56863.940185546875
734,57117.512145996094
735,105231.78088378906
736,148908.94262695312
737,149433.5354309082
738,149433.53564453125
739,149433.53564453125
740,149433.53564453125
741,149542.77685546875
742,161077.7890625
743,168613.185546875
744,206150.8896484375
745,208468.19384765625
746,215987.46337890625
747,250841.41015625
748,252641.087890625
749,274633.033203125
750,554055.6689453125
751,612583.9551696777
752,521222.69287109375
753,342105.38146972656
754,366187.9072265625
755,437117.0642089844
756,263924.82763671875
757,213457.123046875
758,250580.75091552734
759,176371.54418945312
760,201961.77001953125
761,223707.38305664062
762,98047.3076171875
763,94144.49841308594
764,169671.7003173828
765,307303.9482421875
766,505307.17578125
767,446689.271484375
768,233651.15283203125
769,205256.51025390625
770,281104.2629394531
771,154588.69165039062
772,71792.75372314453
773,71792.75372314453
774,71792.75372314453
775,71792.75372314453
776,79043.74206542969
777,69932.12341308594
778,57030.121032714844
779,55857.88116455078
780,63331.19451904297
781,95709.26953125
782,94707.50146484375
783,75143.6841430664
784,53861.58410644531
785,25980.647918701172
786,25980.647918701172
787,25923.480895996094
788,25940.224243164062
789,25980.647918701172
790,25970.943237304688
791,23065.728515625
792,21644.177307128906
793,21146.787994384766
794,58659.64581298828
795,69447.97412109375
796,31641.82894897461
797,51002.70260620117
798,67009.66723632812
799,58726.88131904602
800,58687.837163448334
801,30959.83267211914
802,30372.234649658203
803,30556.407775878906
804,30553.164978027344
805,30535.988983154297
806,30702.98974609375
807,30921.650970458984
808,31513.3447265625
809,29386.049896240234
810,29385.267181396484
811,29385.267181396484
812,29385.267181396484
813,29580.00311279297
814,25072.24951171875
815,18793.975219726562
816,29212.267547607422
817,30810.195526123047
818,36094.514587402344
819,49809.575622558594
820,56823.64404296875
821,56863.940185546875
822,56863.940185546875
823,56863.940185546875
824,56864.49752807617
825,56891.089111328125
826,56881.643493652344
827,56873.86975097656
828,56865.49627685547
829,56863.940185546875
830,57049.265075683594
831,64026.56237792969
832,56863.940185546875
833,56863.940185546875
834,70330.32580566406
835,137421.7255859375
836,149151.06161499023
837,149433.53564453125
838,149433.53564453125
839,149433.53564453125
840,149433.53564453125
841,152878.8486328125
842,161843.12841796875
843,158227.63403320312
844,169926.82495117188
845,231047.51391601562
846,245333.48583984375
847,323563.11083984375
848,297353.65625
849,447028.5078125
850,639668.6923828125
851,858741.900390625
852,744772.3659667969
853,600670.3647460938
854,470970.19384765625
855,452663.2421875
856,425153.9606933594
857,317288.912109375
858,262857.60400390625
859,95714.36248779297
860,99241.65588378906
861,127482.60546875
862,119636.39538574219
863,112547.03393554688
864,255645.69848632812
865,528441.5078125
866,529696.796875
867,430692.14990234375
868,348504.29931640625
869,307384.7802734375
870,307384.7802734375
871,130367.84118652344
872,71792.75372314453
873,71792.75372314453
874,71792.75372314453
875,71792.75372314453
876,170124.57080078125
877,55976.18115234375
878,55857.88116455078
879,59827.9931640625
880,65155.52844238281
881,75534.11535644531
882,92079.86071777344
883,91353.76122283936
884,44351.61151123047
885,25980.647918701172
886,25980.647918701172
887,25675.134002685547
888,25690.66342163086
889,25980.647918701172
890,25575.448669433594
891,21996.75701904297
892,21644.177307128906
893,35803.662536621094
894,56939.31091308594
895,69287.02014160156
896,80631.9711303711
897,142571.47271728516
898,152354.888671875
899,111519.02099609375
900,75037.05676269531
901,30535.988983154297
902,30535.988967895508
903,30593.14126586914
904,30864.457580566406
905,30808.557403564453
906,31495.423309326172
907,32807.28405761719
908,32468.48876953125
909,29385.267181396484
910,29411.75164794922
911,29398.509399414062
912,30697.507446289062
913,30694.619049072266
914,33198.163513183594
915,33010.428649902344
916,29229.475799560547
917,29310.0576171875
918,34332.55938720703
919,47549.433654785156
920,56291.301040649414
921,56863.940185546875
922,56863.94024658203
923,56831.989990234375
924,56539.01403808594
925,56588.54132080078
926,56575.491638183594
927,56717.44665527344
928,56905.35333251953
929,56445.12512207031
930,56863.940185546875
931,73932.83947753906
932,56863.940185546875
933,72760.38256835938
934,123032.0283203125
935,148529.21362304688
936,149433.53555297852
937,149433.53564453125
938,149433.53564453125
939,149433.53564453125
940,139348.67236328125
941,163386.39526367188
942,164106.81616210938
943,163271.986328125
944,164319.45458984375
945,179952.97729492188
946,253952.7734375
947,267774.1794433594
948,287272.99560546875
949,322321.0126953125
950,541936.8334960938
951,961376.48046875
952,874563.3647460938
953,665531.5590820312
954,574883.982421875
955,542079.748046875
956,499587.3408203125
957,344476.44287109375
958,282141.4133300781
959,92687.47424316406
960,103212.14807128906
961,118217.10430908203
962,125030.80139160156
963,215330.57739257812
964,367954.701171875
965,396812.30419921875
966,367398.748046875
967,355665.84033203125
968,342735.076171875
969,307117.16650390625
970,309351.4990234375
971,124945.54638671875
972,71774.89733886719
973,71792.75371170044
974,71792.75372314453
975,81337.91662597656
976,126005.78799438477
977,55857.88116455078
978,58060.44384765625
979,64974.310791015625
980,65430.988220214844
981,65897.95806884766
982,66865.20581054688
983,76377.84020996094
984,45984.45672607422
985,25897.19805908203
986,25980.647918701172
987,25980.647918701172
988,25980.647918701172
989,25980.647918701172
990,24850.975219726562
991,21644.177290916443
992,21270.4794921875
993,19260.707092285156
994,19031.585708618164
995,23293.845672607422
996,97030.60949707031
997,170468.35900878906
998,177655.78784179688
999,177460.9881591797
1000,170732.38671875
1001,30535.988983154297
1002,30326.450286865234
1003,29808.808380126953
1004,31835.086303710938
1005,25038.561584472656
1006,26419.478942871094
1007,21009.161743164062
1008,44939.041259765625
1009,34184.474060058594
1010,35432.07891845703
1011,35916.403747558594
1012,37312.99432373047
1013,36250.95672607422
1014,33950.49920654297
1015,33608.496337890625
1016,29122.813873291016
1017,29360.628814697266
1018,30990.446899414062
1019,30888.620178222656
1020,33493.0556640625
1021,37890.943420410156
1022,36240.05944824219
1023,30550.81134033203
1024,172957.89672851562
1025,24221.661529541016
1026,24221.661529541016
1027,27361.254333496094
1028,34098.904296875
1029,38810.95867919922
1030,37588.10467529297
1031,51678.10095214844
1032,53829.85095214844
1033,75704.794921875
1034,143944.68969726562
1035,149433.53564453125
1036,149433.53564453125
1037,149433.53564453125
1038,149433.53564453125
1039,149433.53564453125
1040,159701.36328125
1041,164106.81616210938
1042,164106.81616210938
1043,161621.12524414062
1044,152327.36840820312
1045,193012.69116210938
1046,263851.28759765625
1047,352707.38037109375
1048,294717.50390625
1049,294764.60693359375
1050,405408.771484375
1051,1002617.4873046875
1052,948694.5205078125
1053,775383.826171875
1054,493865.46484375
1055,509167.927734375
1056,443215.43359375
1057,344631.34814453125
1058,350177.0244140625
1059,179230.166015625
1060,114585.43786621094
1061,122405.24682617188
1062,124421.70104980469
1063,252146.86450195312
1064,364052.8701171875
1065,342636.0361328125
1066,341568.28857421875
1067,284529.07373046875
1068,250360.97924804688
1069,273451.45751953125
1070,386616.7001953125
1071,374008.705078125
1072,93406.38830566406
1073,80242.60144042969
1074,82166.39373779297
1075,271639.4514160156
1076,89273.07208251953
1077,56598.26892089844
1078,64006.442321777344
1079,65854.55383300781
1080,65897.59503173828
1081,65897.95806884766
1082,65980.44030761719
1083,67108.01354980469
1084,60804.05242919922
1085,26100.490447998047
1086,25981.284393310547
1087,25980.647918701172
1088,25980.647918701172
1089,25995.197357177734
1090,23999.261657714844
1091,21644.177307128906
1092,34030.97119140625
1093,19035.856414794922
1094,19028.318954467773
1095,19035.856414794922
1096,71009.353515625
1097,170468.35900878906
1098,177650.53784179688
1099,166120.4951171875
1100,177655.78771972656
1101,30670.031768798828
1102,31052.344482421875
1103,30706.987182617188
1104,32591.99853515625
1105,30796.470428466797
1106,20046.11297607422
1107,11151.004974365234
1108,33688.15234375
1109,38417.03063964844
1110,38937.71453857422
1111,39036.47326660156
1112,39481.23986816406
1113,39537.43591308594
1114,38100.0654296875
1115,34404.559814453125
1116,33621.40075683594
1117,31471.947021484375
1118,27377.134307861328
1119,30888.620178222656
1120,30892.839721679688
1121,28129.30111694336
1122,24147.129974365234
1123,24147.129974365234
1124,24147.406158447266
1125,24162.400604248047
1126,24182.790100097656
1127,24304.573516845703
1128,23505.597900390625
1129,18066.411346435547
1130,27965.905487060547
1131,171245.66040039062
1132,24876.023406982422
1133,48887.405212402344
1134,147151.6318359375
1135,144380.0244140625
1136,149433.53564453125
1137,149433.53564453125
1138,149433.53564453125
1139,150880.587890625
1140,163800.796875
1141,164106.81616210938
1142,160213.27563476562
1143,143284.13232421875
1144,124245.54626464844
1145,127206.82409667969
1146,427809.3828125
1147,804155.34765625
1148,296335.70751953125
1149,294764.60693359375
1150,696765.68359375
1151,1177996.609375
1152,908650.701171875
1153,436200.6865234375
1154,295259.62841796875
1155,283809.0751953125
1156,283063.64990234375
1157,329818.60498046875
1158,345581.58154296875
1159,296761.16259765625
1160,145200.65576171875
1161,125030.80139160156
1162,125030.80139160156
1163,190423.34301757812
1164,358946.24365234375
1165,355969.0439453125
1166,253886.43408203125
1167,250503.41357421875
1168,250503.41357421875
1169,256818.44384765625
1170,389308.53955078125
1171,337692.3171386719
1172,87478.29772949219
1173,88522.16137695312
1174,87930.16241455078
1175,84794.38397216797
1176,63382.01776123047
1177,62731.916259765625
1178,65876.51989746094
1179,65897.95806884766
1180,65897.95806884766
1181,65926.73858642578
1182,68143.07733154297
1183,69156.37884521484
1184,68733.47485351562
1185,58072.47424316406
1186,31839.898071289062
1187,26507.219268798828
1188,25980.647918701172
1189,26322.56866455078
1190,23578.823944091797
1191,53351.798583984375
1192,64080.9150390625
1193,21254.842407226562
1194,19034.363250732422
1195,19035.856414794922
1196,67808.29998779297
1197,177273.47705078125
1198,177655.78771972656
1199,177640.0555419922
1200,177947.556640625
1201,30535.988983154297
1202,31062.46905517578
1203,31808.989685058594
1204,36462.86853027344
1205,39979.733337402344
1206,17032.357421875
1207,4572.976631164551
1208,31049.76495361328
1209,39537.43591308594
1210,38859.73193359375
1211,42180.70635986328
1212,53821.45935058594
1213,39537.43591308594
1214,39537.43591308594
1215,37714.48272705078
1216,33446.5419921875
1217,29621.694885253906
1218,28434.248413085938
1219,30695.243591308594
1220,30960.45135498047
1221,30551.487670898438
1222,24191.830474853516
1223,24151.506591796875
1224,24147.65411376953
1225,24147.129974365234
1226,24147.129974365234
1227,24497.125122070312
1228,26108.061004638672
1229,24386.66763305664
1230,56549.047424316406
1231,24147.129974365234
1232,24147.129974365234
1233,39125.087158203125
1234,99195.67041015625
1235,148809.99926757812
1236,149433.53564453125
1237,149433.53564453125
1238,149433.53564453125
1239,150922.53149414062
1240,159872.6708984375
1241,135902.54138183594
1242,125091.04931640625
1243,120630.96936035156
1244,120620.14196777344
1245,120658.42614746094
1246,634355.1044921875
1247,861009.8828125
1248,375820.51953125
1249,321189.30322265625
1250,1165324.79296875
1251,1499245.72265625
1252,365364.3640136719
1253,356881.2238769531
1254,455722.7763671875
1255,282737.12646484375
1256,274883.462890625
1257,290414.2373046875
1258,319773.08154296875
1259,399661.4755859375
1260,530517.9174804688
1261,95108.30126953125
1262,90572.13549804688
1263,109474.564453125
1264,223686.9169921875
1265,255559.31640625
1266,249026.0341796875
1267,250503.41357421875
1268,250503.41357421875
1269,250503.41357421875
1270,285066.8811035156
1271,130561.10009765625
1272,105361.81811523438
1273,89842.95361328125
1274,84807.3023071289
1275,84968.4072265625
1276,73643.40783691406
1277,65897.95806884766
1278,65897.95806884766
1279,65897.95806884766
1280,68801.703125
1281,66980.81817626953
1282,71604.15063476562
1283,75018.88354492188
1284,81495.34844970703
1285,178783.0499267578
1286,171495.6181640625
1287,108341.38671875
1288,38673.89050292969
1289,26150.38442993164
1290,40255.89587402344
1291,73034.06665039062
1292,72383.74096679688
1293,44673.702575683594
1294,19035.856414794922
1295,19035.856414794922
1296,36399.55352783203
1297,177655.78771972656
1298,177655.78771972656
1299,177646.61694335938
1300,186242.68920898438
1301,30535.988983154297
1302,30924.09619140625
1303,36302.94348144531
1304,39476.30926513672
1305,39537.43591308594
1306,29568.639617919922
1307,13494.891159057617
1308,35737.05548095703
1309,39537.43591308594
1310,25797.208709716797
1311,49531.6259765625
1312,39537.43591308594
1313,39537.43591308594
1314,39537.43591308594
1315,39537.43591308594
1316,31539.67401123047
1317,28909.04345703125
1318,29155.596588134766
1319,31568.173706054688
1320,30963.151611328125
1321,30935.804077148438
1322,24759.016021728516
1323,24221.661529541016
1324,24213.75131225586
1325,24184.39242553711
1326,24155.19366455078
1327,25191.060455322266
1328,25495.372100830078
1329,26113.513214111328
1330,24147.129974365234
1331,24147.129974365234
1332,24094.34698486328
1333,46535.782165527344
1334,51141.07775878906
1335,86830.45788574219
1336,148747.52978515625
1337,149433.53564453125
1338,155370.71508789062
1339,196694.98999023438
1340,208765.75146484375
1341,147832.61328125
1342,120630.96936035156
1343,120630.96936035156
1344,121544.20935058594
1345,168224.62451171875
1346,717573.2294921875
1347,662532.9189453125
1348,386502.17236328125
1349,404723.39306640625
1350,410406.080078125
1351,441821.513671875
1352,271311.28466796875
1353,302141.7595214844
1354,347684.1083984375
1355,226181.45068359375
1356,214605.85791015625
1357,195750.37036132812
1358,176939.34448242188
1359,163099.76135253906
1360,77738.6802368164
1361,44812.32537841797
1362,60343.488525390625
1363,74314.64666748047
1364,208905.35864257812
1365,251983.99267578125
1366,242090.99731445312
1367,250503.41357421875
1368,250503.41357421875
1369,250503.41357421875
1370,244395.92236328125
